2,29,0.000306274526794881,0.499881032883516
306,387,20006.2568784371,9.62903178221841e-05
15,16,-1864.53792655855,3.66502485329989e-05
211,213,1.8559246837737e-10,9.94098205965813e-05
43,50,0.712527911260477,8.31476270808095e-05
1574,1582,1978.17874500638,9.99076231422147e-05
29,32,5.41087776031475e-09,8.91600677460743e-05
29,32,5.41087776031475e-09,8.91600677460743e-05
357,416,16.560672748111,8.11465755652385e-05
10,20,-9998.99999999981,4.26758793860536e-05
99,117,1688.21530971983,6.42854408808152e-05
84912,85922,-1003162.90134923,9.3126594973833e-05
100001,101233,-1003162.90195674,0.00172878826953519
10,12,1.00000123213986,4.68758055628808e-05
11,13,1.00000000011704,2.27704925465838e-06
12,14,1.00000000032271,6.25959841410805e-06
13,15,1.00000001839291,7.64628862823475e-05
160,174,1.00001039749555,9.60226392918906e-05
127,139,1.00000364972978,9.17782657737627e-05
128,139,1.00000503118605,7.63337336620092e-05
123,125,1.00000451003602,8.53956650325004e-05
275,288,1.0004072687457,9.58872963001498e-05
67,71,1.00004246984516,8.43725346357166e-05
60,62,1.00004286982398,8.19444868799571e-05
52,56,1.0000640020548,7.90592880352245e-05
293,321,1.0005150972204,9.97288669380507e-05
128,142,1.00006011871235,6.66552053849873e-05
128,140,1.00004916606067,7.41246569918524e-05
92,96,1.00009860346461,9.17391940409742e-05
1468,1561,0.00373950332865211,7.57040885641658e-05
10,17,1.81253730005031e-11,2.60086594188947e-05
43,51,0.00114823506986573,8.9344956654132e-05
28,33,12003.2845920216,6.26653039539349e-05
4,5,-998.94739330098,1.45706887379959e-06
11725,12604,2.8691371024141e-06,9.86840296306608e-05
3179,3299,0.000107698498299377,9.62928522987135e-05
11859,12564,1.65933231209257e-06,9.65873866412611e-05
18,20,5548.66841941728,6.64121640499005e-05
356,451,2.55538571095207e-05,8.77099900346962e-05
51,58,-249668.417150972,7.57737173039119e-06
5267,5885,3.79377104824426e-11,6.98898328104193e-05
226,232,1.00004636684566,8.31959057845917e-05
313,314,1.0000207363435,9.70125270569421e-05
34,47,608159.189046334,8.74642968362593e-05
7817,9251,5.34857678012525e-08,8.21093741194016e-05
1245,1645,-9743797.07496569,10.379426527296
645,690,0.866810272604996,9.75811172846626e-05
24,27,2.0431607173371e-14,2.20480879590428e-05
1178,1520,9.12174073898563,0.900059127858128
9,11,5.43763655466206e-09,6.54487324749004e-05
1492,1602,2.08682230940508e-05,9.50401678600939e-05
1291,1358,5.66189030328599e-06,8.03943036384553e-05
214,239,-1229.45379226387,5.14203655424539e-05
1371,1420,7351.30059794237,9.72979785843764e-05
11347,12025,11584.59227091,8.65877988975861e-05
95745,101861,11592.2538135746,9.55376990976475e-05
18,19,8.90795782146288e-17,2.30199224159368e-06
341,391,7.90303728816369e-05,9.710222795491e-05
70,82,1.52210267529664e-16,5.21711562753916e-05
42,48,0.00972898624715163,9.93476123723104e-05
34,43,0.000343232982748677,6.36827143937445e-05
370,416,9.2992628270744e-07,9.73547254530763e-05
43,51,0.00114823506986573,8.9344956654132e-05
31,37,-14993.9999999929,8.21736262495336e-05
26,30,-6757013.75733628,9.18836044547788e-05
3922,4209,3.74453295820313e-07,9.93442807304657e-05
25,27,1.9109898959681e-05,9.18699371821135e-05
153,175,3.6335424861329e-07,8.57911366161205e-05
17,18,6.29034503448601e-09,1.06750370765241e-06
7963,8397,7.86747556262944e-10,8.44432253784437e-05
4175,4448,1.38807438261876e-09,9.81442541038024e-05
14,18,10.0020007997719,1.0557821594644e-05
22,25,8.48500742005718e-13,1.25193927243547e-05
1590,1725,1.77488770945861e-09,9.17986574466525e-05
127,165,2.22143162824735e-07,8.80071285395715e-05
22,27,6.08806261219136e-12,2.78167959205005e-05
35,43,9.2920358700706e-11,3.69207276059079e-05
